,name,category_groups_list,country_code,primary_role,homepage_url
881855,Annex Werbe,"Advertising,Sales and Marketing",CHE,company,https://www.annexwerbe.ch/
881856,Ansorix,Manufacturing,CHE,company,https://www.ansorix.com
881857,AntOptima,Transportation,CHE,company,http://www.antoptima.com/
881858,Antriebe,Science and Engineering,CHE,company,https://www.antriebe.ch/
881859,AOCS,"Professional Services,Software",CHE,company,https://www.aocs.ch/
881860,APD Addimat AG,"Financial Services,Food and Beverage,Lending and Investments,Travel and Tourism",CHE,company,http://www.apdaddimat.ch/
881861,APEX CONSULTING,Software,CHE,company,http://www.apex-consulting.ch/
881862,APIConsulting,Information Technology,CHE,company,http://www.apiconsulting.ch/
881863,API,Information Technology,CHE,company,https://www.api.ch/
881864,APP Unternehmensberatung AG,Professional Services,CHE,company,https://app.ch/
881865,aponetcom,Hardware,CHE,company,http://www.apo-netcom.ch/
881866,Appenzeller Druckerei AG,"Content and Publishing,Manufacturing,Media and Entertainment",CHE,company,https://www.adag.ch/
881867,Applicare,Information Technology,CHE,company,http://www.applicare.ch
881868,LSI Media,Information Technology,CHE,company,http://www.lsi-media.ch
881869,APS,"Energy,Manufacturing",CHE,company,http://www.aps-systems.ch
881870,Apsoft SA,"Information Technology,Internet Services,Software",CHE,company,http://www.apsoftsa.com
881871,APW Communication Visuelle,"Advertising,Sales and Marketing",CHE,company,http://www.apw.ch
881872,AQUARING WIL,"Natural Resources,Sustainability",CHE,company,http://www.aquaring.ch/
881873,Aquasant,Data and Analytics,CHE,company,https://www.aquasant.com/
881874,aquaSwissTech,Sustainability,CHE,company,http://www.aquaswisstech.ch
881875,AR Soft Widnau GmbH,Software,CHE,company,http://www.ar-soft.ch/
881876,arcantel,"Apps,Mobile,Privacy and Security,Software",CHE,company,http://www.arcantel.ch
881877,ArcFlow,"Information Technology,Software",CHE,company,http://www.arcflow.ch
881878,ARCHOS,Data and Analytics,CHE,company,https://archos.swiss/
881879,archytas,"Manufacturing,Science and Engineering",CHE,company,http://www.archytas.ch
881880,arcomed,"Health Care,Manufacturing,Professional Services",CHE,company,http://www.arcomed.com
881881,ARCON Informatik AG,Software,CHE,company,http://www.arcon.ch
881882,Arcplace,Information Technology,CHE,company,http://www.arcplace.ch
881883,ARDO,"Health Care,Manufacturing",CHE,company,https://www.ardomedical.com/
881884,Arendi,"Administrative Services,Hardware,Information Technology,Other",CHE,company,http://www.arendi.ch
881885,arento,Real Estate,CHE,company,http://www.arento.ch
881886,Arevos,Financial Services,CHE,company,http://www.arevos.ch
881887,ARGUS DATA INSIGHTS,"Data and Analytics,Media and Entertainment",CHE,company,https://www.argusdatainsights.ch/
881888,ARINAS environment,"Natural Resources,Professional Services,Sustainability",CHE,company,http://www.arinas.ch
881889,Ariacom,"Information Technology,Professional Services",CHE,company,http://www.ariacom.com
881890,armadillo media,"Education,Software",CHE,company,http://www.armadillo-media.ch
881891,Arnel Informatik AG,Information Technology,CHE,company,http://www.arnel.ch
881892,Arnosti and Partner,"Education,Professional Services,Sales and Marketing",CHE,company,http://www.arnosti.ch
881893,Arpage,"Information Technology,Privacy and Security",CHE,company,http://www.arpage.ch
881894,artebis,"Data and Analytics,Design,Sales and Marketing",CHE,company,http://www.artebis.ch
881895,ART Computer,"Commerce and Shopping,Sales and Marketing",CHE,company,http://www.artcomputer.ch
881896,artos,"Advertising,Sales and Marketing",CHE,company,http://www.art-os.ch
881897,ARTEGA S A,"Consumer Electronics,Hardware,Manufacturing,Science and Engineering",CHE,company,http://www.artega.ch/
881898,Artwin,"Information Technology,Sales and Marketing,Software",CHE,company,http://www.artwin.ch
881899,AS INFOLINK,Information Technology,CHE,company,http://www.as-infolink.ch
881900,AS Informatik,Information Technology,CHE,company,http://www.as-info.ch
881901,AS METALS TECHNOLOGIES SA,"Design,Hardware,Manufacturing,Science and Engineering",CHE,company,http://www.asmetalstechnologies.com
881902,Asal Informatik,Transportation,CHE,company,http://www.asal-info.ch
881903,ascanius,Information Technology,CHE,company,http://www.ascanius.ch
881904,Ascon Umwelttechnik,Professional Services,CHE,company,https://www.ascon-wassertechnik.ch
881905,ASD Networks GmbH,"Information Technology,Privacy and Security",CHE,company,http://www.asdnetworks.ch
881906,asenta,"Manufacturing,Science and Engineering",CHE,company,http://www.asenta.ch/
881907,ASGAL Informatik,Software,CHE,company,http://www.asgal.ch
881908,ASKO,Manufacturing,CHE,company,http://www.asko.ch
881909,asomatic ag,"Manufacturing,Science and Engineering",CHE,company,http://www.asomatic.ch
881910,ASP PARTNER AG,Professional Services,CHE,company,http://www.aspmarketing.ch
881911,ASS Alarm Systems,Privacy and Security,CHE,company,http://www.alarm-systems.ch
881912,Assco Engineering AG,"Manufacturing,Science and Engineering",CHE,company,http://www.assco.ch
881913,asseco BERIT,"Financial Services,Software",CHE,company,http://www.asseco-berit.ch
881914,ASSISTENT and Partner AG,"Sales and Marketing,Software",CHE,company,http://www.assistent.ch
881915,Assse GmbH,"Information Technology,Software",CHE,company,http://www.assse.ch/
881916,AssyS,"Consumer Electronics,Hardware,Manufacturing,Science and Engineering",CHE,company,http://www.assys.ch
881917,AST,Real Estate,CHE,company,https://www.ast-icerink-solarabsorber.com/
881918,Asytec,Manufacturing,CHE,company,http://www.asytec.ch
881919,Atelier fur Wirtschaftsinformatik,Software,CHE,company,http://www.awi-gmbh.ch
881920,Atec Cyl SA,"Agriculture and Farming,Science and Engineering",CHE,company,http://www.atec-cyl.ch
881921,Atelier Neukom,"Content and Publishing,Design,Media and Entertainment",CHE,company,https://www.atelier-neukom.ch
881922,Atelier Goldner Schnitt,"Commerce and Shopping,Internet Services",CHE,company,http://www.ateliergs.ch
881923,Atelier Ritter,"Advertising,Sales and Marketing",CHE,company,http://www.atelier-ritter.ch
881924,ATF,"Manufacturing,Real Estate,Science and Engineering",CHE,company,http://www.atf-automation.ch
881925,Atlantis Informatik AG,Information Technology,CHE,company,http://www.lantis.ch
881926,ATHENA Data Engineering and Consulting AG,"Internet Services,Professional Services,Software",CHE,company,http://www.athena.ch
881927,Geocloud,Software,CHE,company,https://www.geocloud.ch
881928,ATP Hydraulik,"Administrative Services,Manufacturing,Other,Professional Services",CHE,company,https://www.atphydraulik.ch/
881929,Atramex,"Commerce and Shopping,Internet Services",CHE,company,http://atramexthedra.ch
881930,Atus,Software,CHE,company,http://www.atus.ch
881931,Aud IT,Information Technology,CHE,company,http://www.aud-it.ch
881932,AUDIADIS,"Media and Entertainment,Music and Audio,Video",CHE,company,http://www.audiadis.com
881933,audio akustik,"Consumer Electronics,Energy,Hardware",CHE,company,http://www.audioakustik.ch
881934,Auditax Partner,"Financial Services,Professional Services",CHE,company,http://www.auditaxpartner.ch
881935,Aumund,"Science and Engineering,Transportation",CHE,company,http://www.aumund.de
881936,Auriga Informatik,"Information Technology,Internet Services,Software",CHE,company,https://auriga.ch/
881937,Autexis IT AG,"Manufacturing,Mobile,Science and Engineering",CHE,company,http://autexis-it.com
881938,autopromo,Professional Services,CHE,company,http://www.autopromo.ch
881939,Avansis,"Information Technology,Privacy and Security",CHE,company,http://www.avansis.ch
881940,Avantron,"Hardware,Software",CHE,company,http://www.avantron.ch
881941,Avartos,Software,CHE,company,http://www.avartos.ch
881942,Avatech,Information Technology,CHE,company,https://www.avatech.ch/
881943,Avelon,"Energy,Real Estate",CHE,company,http://www.avelon-cetex.ch
881944,Avenew,"Design,Hardware,Sales and Marketing",CHE,company,http://www.avenew.ch
881945,AVF,"Media and Entertainment,Music and Audio",CHE,company,https://www.audio-visual-factory.ch/
881947,Aviva System,Professional Services,CHE,company,http://www.aviva.ch
881948,AWAG,"Consumer Electronics,Hardware,Manufacturing",CHE,company,https://www.awag.ch/
881949,AWE Schaffhausen,"Advertising,Sales and Marketing",CHE,company,http://www.awe-schaffhausen.ch/
881950,AWS Solar,"Energy,Natural Resources,Sustainability",CHE,company,https://www.aws-solar.ch/
881951,aXc,Information Technology,CHE,company,https://www.axc.biz/
881952,AWT,Real Estate,CHE,company,http://www.awttreuhand.ch
881953,Axiveda,Information Technology,CHE,company,https://www.axiveda.ch/
881954,AxNum,Manufacturing,CHE,company,https://www.axnum.ch/
881955,AZ Direct,Sales and Marketing,CHE,company,https://www.az-direct.ch/
881957,AZISOFT,"Consumer Electronics,Financial Services,Hardware,Software",CHE,company,http://www.azisoft.ch/
881958,B and R Handels,"Content and Publishing,Media and Entertainment",CHE,company,http://www.brandl.ch/
881959,b public,"Advertising,Sales and Marketing",CHE,company,https://www.b-public.ch/
881960,b hoch3,Professional Services,CHE,company,http://www.b-hoch3.ag/
881961,BaCAD,"Information Technology,Real Estate,Software",CHE,company,http://www.bacad.ch
881962,Bachler Sidler AG,"Advertising,Internet Services,Media and Entertainment,Sales and Marketing",CHE,company,http://www.bsl.ch/
881963,B2B Digitalisierung,"Advertising,Design,Sales and Marketing,Software",CHE,company,https://b2b-digitalisierung.ch/
881964,BACHMANN,"Administrative Services,Manufacturing",CHE,company,https://www.bachmann.ch/
881965,Bachmann Elektronik,"Consumer Electronics,Hardware,Manufacturing",CHE,company,https://www.bachelag.ch/
881966,Bachmann und Partner Werbeagentur,"Advertising,Sales and Marketing",CHE,company,https://www.bundp.ch/
881967,Bachofen,"Manufacturing,Science and Engineering",CHE,company,https://www.bachofen.ch/
881968,BADER,Commerce and Shopping,CHE,company,https://www.bader.ch/
881969,BaePa,"Consumer Electronics,Hardware,Software",CHE,company,https://www.baehler-partner.ch/
881970,BadgeCom,"Content and Publishing,Hardware,Media and Entertainment,Software",CHE,company,https://www.badgecom.com/
881971,Baggenstos,"Information Technology,Internet Services,Professional Services",CHE,company,http://www.baggenstos.ch
881972,bahler ag,Energy,CHE,company,https://www.baehler-ag.ch/
881973,BALZ Informatik,Information Technology,CHE,company,https://www.balz.ch/
881974,BAILLOD SA,"Energy,Natural Resources,Sustainability",CHE,company,http://www.electricien-verbier.ch/
881975,Balsec,Information Technology,CHE,company,https://www.balsec.ch/
881976,Bamert and Partner,Media and Entertainment,CHE,company,https://www.bamertpartner.ch/
881977,BAN,"Advertising,Content and Publishing,Media and Entertainment,Sales and Marketing",CHE,company,https://www.ban.ch/
881978,Banana,"Consumer Electronics,Hardware,Software",CHE,company,https://www.banana.ch/
881979,BandR Handels,Manufacturing,CHE,company,http://www.b-r-handel.ch/
881980,Bartlome Informatik,"Consumer Electronics,Hardware,Software",CHE,company,http://www.bartlome.ch/
881981,Barraud Consulting Sarl,"Information Technology,Professional Services",CHE,company,https://barraudconsulting.com/
881982,BARUVAC,Manufacturing,CHE,company,https://www.baruvac.ch/
881983,Base Net,"Consumer Electronics,Hardware,Software",CHE,company,https://www.basenet.ch/
881984,Geolina,Professional Services,CHE,company,http://www.geolina.ch
881985,Basis Communication,"Design,Software",CHE,company,https://www.basiscom.ch/
881986,basis06 AG,"Design,Professional Services,Transportation",CHE,company,https://www.basis06.ch/en/
881987,BaseControl,"Data and Analytics,Information Technology,Software",CHE,company,http://www.basecontrol.ch/
881988,Basler and Hofmann,"Professional Services,Real Estate",CHE,company,https://www.baslerhofmann.ch/
881989,Battenfeld AG,Manufacturing,CHE,company,http://www.battenfeld.ch/
881990,Batimo AG,Real Estate,CHE,company,https://www.batimo.ch/
881991,Baumann Software,"Education,Information Technology,Professional Services,Software",CHE,company,http://www.baumann-software.ch/
881992,BauConnect,Natural Resources,CHE,company,https://www.bauconnect.ch/
881993,Geologische Beratungen Schenker Richter Graf,Science and Engineering,CHE,company,https://fsgeolog.ch
881994,Baumot Group,"Professional Services,Science and Engineering,Sustainability",CHE,company,https://baumot.de/
881995,BAUSEC,Professional Services,CHE,company,https://www.bausec-zuerich.ch/
881996,padruttPR,"Hardware,Sales and Marketing",CHE,company,https://www.padruttpr.ch/
881997,Pahl Grosskuchentechnik und Gastroeinrichtungen,Food and Beverage,CHE,company,https://www.pahl.ch/
881998,Bavaria Alu,Manufacturing,CHE,company,https://www.bavaria-alu-swiss.ch/
881999,BBoxBBS,Internet Services,CHE,company,http://www.bbox.ch/
882000,BBC Bircher Smart Access,"Manufacturing,Science and Engineering",CHE,company,https://smartaccess.bircher.com/
882001,BAZ Office,Financial Services,CHE,company,http://bazoffice.com/
882002,BBS Office,"Education,Information Technology",CHE,company,https://www.bbsoffice.ch/
882003,Palmarole,"Professional Services,Sales and Marketing",CHE,company,http://palmarole.com
882004,bc medien,"Content and Publishing,Media and Entertainment",CHE,company,https://www.bcmedien.ch/
882005,BDI System,"Other,Real Estate",CHE,company,http://www.bdi.ch/
882006,beagdruck,"Content and Publishing,Media and Entertainment",CHE,company,https://www.beagdruck.ch/
882007,Becatron AG,Manufacturing,CHE,company,https://www.becatron.ch/
882008,Beaver Converting,Manufacturing,CHE,company,https://www.beaverconverting.com/
882009,Panther Communications,"Advertising,Sales and Marketing",CHE,company,https://panther-ag.ch/
882010,Bechtle Steffen,Information Technology,CHE,company,https://www.bechtle-steffen.ch/
882011,BeCompany,"Internet Services,Software",CHE,company,https://www.becompany.ch/
882012,BEG and Partners,Professional Services,CHE,company,https://begpartners.com/
882013,Belsoft Group,Information Technology,CHE,company,https://www.belsoft-group.ch/
882014,Bemapack,Transportation,CHE,company,https://www.bemapack.ch/
882015,BemaTec,Manufacturing,CHE,company,http://www.bematec.ch/
882016,Bergmann Team Language Services,Education,CHE,company,https://www.bergmann-team.ch/
882017,BEORDA Direktwerbung,"Advertising,Sales and Marketing",CHE,company,http://www.beorda.ch/
882018,Berggasthof,"Advertising,Sales and Marketing",CHE,company,http://www.berggasthof.ch
882019,BERGES,Manufacturing,CHE,company,https://www.berges-antriebstechnik.ch/
882020,Bernegger Elektro AG,"Consumer Electronics,Hardware",CHE,company,https://www.bernegger-elektro.ch/
882021,Berner AG Printline,"Content and Publishing,Media and Entertainment",CHE,company,https://www.printline.ch/
882022,BERNEXPO GROUPE,"Events,Media and Entertainment,Sales and Marketing",CHE,company,https://www.bernexpo.ch/
882023,BES,"Administrative Services,Other,Professional Services",CHE,company,https://www.b-e-s.ch/
882024,Beron GmbH,"Consumer Electronics,Hardware,Manufacturing",CHE,company,http://www.beron.ch/
